Transaction Amount,Transaction Location,User Device Type,Transaction Time,is_fraud
257.37529702905454,18,mobile,17,0
41.434484186163374,22,desktop,5,0
98.99559409681783,42,mobile,5,0
150.1919119459074,10,desktop,1,0
460.56531131663127,40,mobile,9,0
33.56401255113858,23,mobile,23,0
68.97866475205576,21,mobile,17,0
186.68471489400272,35,desktop,8,0
381.91906834850107,20,desktop,23,0
479.000439790775,37,desktop,3,0
270.6450421509581,33,desktop,2,0
386.81094744697015,22,desktop,3,0
380.0607798136904,43,desktop,23,0
139.59474411001497,18,desktop,6,0
144.69401867672573,13,desktop,7,0
162.81804033847,2,desktop,23,0
59.52255780994047,25,mobile,23,0
391.3019796817626,48,mobile,19,0
30.640124236207114,4,desktop,4,0
435.26915447755573,17,mobile,6,0
442.95436559996574,4,desktop,1,0
289.5225666844752,47,mobile,6,0
188.1435745253829,48,desktop,1,0
179.6515087357958,28,mobile,22,0
77.70063823228418,49,desktop,8,0
109.13711678547672,29,mobile,15,0
37.38266579405559,9,desktop,18,0
442.05805367015716,38,desktop,12,0
56.96402154619378,2,desktop,23,0
479.64942967426475,32,mobile,8,0
58.235150172181555,41,desktop,3,0
9.275855533306459,31,mobile,10,0
403.842075675854,4,mobile,13,0
157.9928434448931,13,desktop,3,0
115.9682395746974,35,mobile,22,0
171.6736723916356,28,desktop,6,0
340.1736631445137,13,mobile,14,0
102.58505089762227,46,mobile,10,0
83.78750237499901,34,desktop,8,0
175.3228689525191,9,desktop,9,0
260.36931600231327,19,desktop,9,0
144.60341961275435,21,mobile,6,1
289.16449306018586,36,desktop,5,0
245.52402835026763,35,mobile,12,0
474.66113442457157,20,desktop,2,0
320.7333082684356,13,mobile,14,0
298.9206099586906,3,mobile,21,0
371.4735925922909,5,mobile,8,1
351.6836464506584,16,desktop,16,0
314.97357119675655,27,mobile,21,0
360.8521142548462,30,desktop,13,0
247.44442796610696,16,desktop,9,1
299.9445941048582,4,mobile,9,0
114.75172639748146,38,mobile,16,0
212.5417116137819,29,desktop,4,0
222.59926996271776,5,mobile,10,0
444.7392858321624,23,mobile,7,0
63.676791842803205,18,mobile,10,0
131.856873370664,47,mobile,15,1
282.2735027104275,28,mobile,6,0
472.627079786243,32,mobile,10,0
227.55427655437506,35,desktop,13,0
359.29868000723843,19,desktop,10,0
142.18032753020896,29,mobile,2,0
364.6102235646873,11,mobile,13,0
419.4601035412498,25,desktop,4,0
276.8423342848065,24,desktop,2,0
158.42382877286687,14,mobile,22,0
182.525498258879,4,desktop,23,0
348.0271313224482,48,mobile,11,0
398.93204473455745,41,desktop,11,0
131.36027520102874,28,desktop,22,0
369.1246964442239,49,desktop,16,0
199.37708111195977,44,mobile,15,1
82.93237311537916,42,desktop,2,0
222.56268774461316,30,mobile,18,0
119.555386574941,28,mobile,21,0
359.05972577743967,20,mobile,10,0
128.22569508083,34,mobile,3,0
448.48341380057536,19,mobile,16,0
287.71364438208127,5,desktop,23,0
241.89296326802577,41,desktop,5,0
119.91502222553952,19,desktop,21,0
383.32844684784163,4,desktop,16,0
169.18872879426434,16,desktop,12,0
474.8468137753414,9,mobile,22,0
91.75426061224361,30,desktop,1,1
465.4718814924687,1,mobile,5,0
296.9028850464867,26,mobile,5,0
99.89960265496346,32,mobile,8,0
148.21123831108983,20,desktop,9,0
62.730465796587424,27,mobile,18,0
434.2201316689998,41,mobile,8,0
15.09597041926772,35,desktop,21,0
493.2480735255755,26,mobile,20,0
434.7325451754121,48,mobile,20,0
238.92248801297382,4,mobile,15,0
244.64775025281608,18,mobile,10,0
201.06188282384014,33,desktop,17,0
288.4538890024942,44,mobile,7,0
266.35182998436284,1,desktop,17,0
392.72659651609524,8,mobile,12,0
34.83170832563423,35,desktop,10,0
430.56746452049305,19,mobile,22,0
299.0836920201036,38,desktop,3,0
260.4386448426055,6,desktop,11,1
313.05106205873204,13,mobile,23,0
486.1650893408465,37,mobile,5,0
347.2174849031237,44,mobile,4,0
450.53350122488183,25,mobile,14,1
183.1359976143167,40,desktop,19,0
369.3147225027979,45,mobile,7,0
9.95140125482752,27,mobile,19,0
54.8156712534138,37,desktop,17,0
138.84184355473,40,mobile,16,0
218.52073990168591,31,desktop,22,0
64.5721829224982,9,mobile,6,0
251.15100124033142,45,desktop,15,0
442.32346676887596,47,desktop,11,0
422.4106314803912,27,desktop,6,0
13.363313879401616,17,desktop,23,0
472.52053036693707,1,desktop,16,0
292.5546151267204,32,desktop,23,0
192.07485274465907,9,mobile,11,0
336.1168377706852,2,mobile,17,0
496.52594101554723,42,mobile,14,0
456.5430015992343,5,mobile,20,0
59.07459770991106,39,desktop,2,0
440.721030558015,44,mobile,20,1
359.9267363272054,17,mobile,4,0
427.2737057649399,10,desktop,17,0
99.73259834835714,34,mobile,17,0
326.3529209678871,40,desktop,12,0
362.9677599048875,26,mobile,4,0
476.53324574912364,13,mobile,4,1
404.63749808997494,48,desktop,8,0
43.21649640829007,21,mobile,4,0
200.35482165223223,38,desktop,17,1
66.3148373485618,46,desktop,12,0
228.5518156625569,19,mobile,13,0
251.38174216601212,17,mobile,11,0
315.26273193967444,19,mobile,9,0
467.15457884712805,12,mobile,7,0
429.6982286961104,28,mobile,4,0
416.4176494962347,31,desktop,23,1
99.29760281298441,25,desktop,11,0
38.02201231101304,43,mobile,15,0
287.7177761896983,18,mobile,16,0
14.030809604073466,25,mobile,4,0
453.2167309557072,45,mobile,14,0
216.36324628016922,40,mobile,5,0
356.5584899557182,42,desktop,18,0
111.12921077670349,15,desktop,14,0
90.16316986895512,41,mobile,19,0
411.75337291817283,5,desktop,10,0
100.2691918802821,33,desktop,15,0
299.15756903814196,20,mobile,6,0
384.0317918484269,7,desktop,22,0
470.2531023425258,7,mobile,20,0
61.930744849984606,12,mobile,2,1
436.89469868368144,49,mobile,1,0
348.75002902203784,16,desktop,6,0
311.5595857569507,48,desktop,1,0
408.1313009118267,21,mobile,13,0
17.441019089871897,5,mobile,4,0
166.008980232359,38,desktop,15,0
263.8896223705723,43,mobile,16,0
411.3195274407352,12,mobile,16,0
177.1691578737408,3,mobile,21,0
396.5469284250724,20,desktop,22,0
321.7227429166983,46,desktop,22,0
407.84311429797185,25,mobile,21,0
109.01640733984453,32,desktop,16,0
163.65139543622612,20,desktop,5,0
292.434519705579,48,mobile,19,0
254.9490536532651,40,desktop,12,0
124.09073354500921,35,desktop,12,0
155.80528477267117,11,desktop,13,0
191.10271735145417,49,mobile,4,0
275.400722784437,15,mobile,23,0
280.39539791651185,28,desktop,13,0
223.47729112544604,26,mobile,7,0
444.2538206043524,38,mobile,10,0
352.0913547317077,40,mobile,9,0
452.20513741016356,40,mobile,19,0
67.58177286336611,42,mobile,7,0
432.3446001871965,28,desktop,9,0
87.10802480882091,3,mobile,20,0
393.41933772703413,46,desktop,5,0
322.4492809592927,12,mobile,9,0
328.8911882214603,14,desktop,2,0
193.97123367020785,36,mobile,1,0
178.98482071966416,1,mobile,17,0
411.3786705260147,18,mobile,4,0
334.8552629286573,11,mobile,3,0
401.88104404453117,34,desktop,5,0
127.75998808195597,35,desktop,16,0
326.2141903089852,10,mobile,20,0
336.0665685674754,28,desktop,17,0
95.54635136049751,46,mobile,22,1
482.1523360251624,40,desktop,9,0
76.84478902783833,23,mobile,23,0
8.118336133883474,44,mobile,12,0
217.15760962408157,21,desktop,1,0
157.39707027426786,17,mobile,20,0
485.9323692634267,5,desktop,15,0
384.38680200019155,19,desktop,22,0
329.10352846720815,21,mobile,6,0
494.97910743515473,6,mobile,4,0
214.52151883828932,9,desktop,22,0
296.0927772974581,9,mobile,3,0
186.4712114928537,12,desktop,13,0
49.06763303105008,13,desktop,18,0
40.42005260409677,37,desktop,4,0
179.68052166946174,32,desktop,22,0
184.34339812545832,39,mobile,21,0
328.9316703489187,19,mobile,4,0
252.3281731366144,46,mobile,22,0
109.35705259352476,40,mobile,21,0
319.6041735375357,14,mobile,16,0
61.852624927319255,21,desktop,14,0
207.56135363497853,48,mobile,18,0
233.76608089517003,39,desktop,17,0
302.2770867188915,8,desktop,2,0
87.12230158310572,34,desktop,8,0
